path,target,status
/about,/about/,301
/about.html,/about/,301
/archive,/,301
/archive/,/,301
/archive/index.xml,/,301
/articles,/leadership/,301
/articles/,/leadership/,301
/articles/2000/00/99/cisco-vpn,/technology/cisco-vpn-save-password-macos/,301
/articles/2000/00/99/cisco-vpn/,/technology/cisco-vpn-save-password-macos/,301
/articles/2000/00/99/multiple-email,/technology/,301
/articles/2000/00/99/multiple-email/,/technology/,301
/articles/2000/00/99/multiple-identities-mail,/technology/,301
/articles/2000/00/99/multiple-identities-mail/,/technology/,301
/articles/2008/01/03/capitalization,/digitization/capitalization-title-headings-preferences/,301
/articles/2008/01/03/capitalization/,/digitization/capitalization-title-headings-preferences/,301
/articles/2008/01/03/capitalization/basic-tex,/digitization/capitalization-title-headings-preferences/,301
/articles/2008/03/20/kdcmond,/technology/,301
/articles/2008/03/20/kdcmond/,/technology/,301
/articles/2009/01/10/time-machine-readonly,/technology/,301
/articles/2009/01/10/time-machine-readonly.html,/technology/,301
/articles/2009/01/10/time-machine-readonly/,/technology/,301
/articles/2009/01/10/time-machine-readonly/],/technology/,301
/articles/2009/01/10/time-machine-readonly/basic-tex,/technology/,301
/articles/2009/01/10/time-machine-readonly/null,/technology/,301
/articles/2010/01/04/disk-failure,/technology/,301
/articles/2010/01/04/disk-failure/,/technology/,301
/articles/2010/01/04/disk-failure/basic-tex,/technology/,301
/articles/2010/01/04/disk-failure/null,/technology/,301
/articles/2010/03/04/quicklook,/technology/,301
/articles/2010/03/04/quicklook/,/technology/,301
/articles/2010/03/04/quicklook/basic-tex,/technology/,301
/articles/2010/03/05/quicklook,/technology/,301
/articles/2010/03/05/quicklook/,/technology/,301
/articles/2010/06/01/multiple-email,/technology/,301
/articles/2010/06/01/multiple-email/,/technology/,301
/articles/2010/06/01/multiple-email/basic-tex,/technology/,301
/articles/2010/08/29/smtp-smarthost,/technology/,301
/articles/2010/08/29/smtp-smarthost/,/technology/,301
/articles/2011/02/18/time-machine-volume-uuid,/technology/time-machine-volume-uuid/,301
/articles/2011/02/18/time-machine-volume-uuid.html,/technology/time-machine-volume-uuid/,301
/articles/2011/02/18/time-machine-volume-uuid/,/technology/time-machine-volume-uuid/,301
/articles/2011/02/18/time-machine-volume-uuid/basic-tex,/technology/time-machine-volume-uuid/,301
/articles/2011/02/18/time-machine-volume-uuid/null,/technology/time-machine-volume-uuid/,301
/articles/2011/03/17/cisco-vpn,/technology/cisco-vpn-save-password-macos/,301
/articles/2011/03/17/cisco-vpn-10.6.0-3.html,/technology/fix-cisco-vpn-disconnections-mac-os-x-10.6.0-10.6.3/,301
/articles/2011/03/17/cisco-vpn/,/technology/cisco-vpn-save-password-macos/,301
/articles/2011/03/17/cisco-vpn/basic-tex,/technology/cisco-vpn-save-password-macos/,301
/articles/2011/03/17/cisco-vpn/null,/technology/cisco-vpn-save-password-macos/,301
/articles/2011/07/22/private-browsing,/technology/,301
/articles/2011/07/22/private-browsing/,/technology/,301
/articles/2011/07/22/private-browsing/basic-tex,/technology/,301
/articles/2011/07/22/private-browsing/null,/technology/,301
/articles/2011/07/23/file-vault-2,/technology/,301
/articles/2011/07/23/file-vault-2.html,/technology/,301
/articles/2011/07/23/file-vault-2/,/technology/,301
/articles/2011/07/23/file-vault-2/basic-tex,/technology/,301
/articles/2011/07/26/disable-recent-items,/technology/disable-recent-items/,301
/articles/2011/07/26/disable-recent-items/,/technology/disable-recent-items/,301
/articles/2011/07/26/disable-recent-items/basic-tex,/technology/disable-recent-items/,301
/articles/2011/07/26/disable-recent-items/null,/technology/disable-recent-items/,301
/articles/2011/07/26/disable-recent-items/user/register,/technology/disable-recent-items/,301
/articles/2011/08/02/multiple-identities-mail,/technology/,301
/articles/2011/08/02/multiple-identities-mail/,/technology/,301
/articles/2011/08/02/multiple-identities-mail/about,/technology/,301
/articles/2011/08/02/multiple-identities-mail/archive,/technology/,301
/articles/2011/08/02/multiple-identities-mail/basic-tex,/technology/,301
/articles/2011/08/02/multiple-identities-mail/null,/technology/,301
/articles/2011/08/02/multiple-identities-mail/publications/,/technology/,301
/articles/2011/09/26/nstat-lookup-entry-failed-2,/technology/,301
/articles/2011/09/26/nstat-lookup-entry-failed-2/,/technology/,301
/articles/2011/11/30/share-media,/technology/,301
/articles/2011/11/30/share-media/,/technology/,301
/articles/2011/11/30/share-media/basic-tex,/technology/,301
/articles/2011/11/30/share-media/null,/technology/,301
/articles/2012/02/01/jekyll-directory-listing,/technology/,301
/articles/2012/02/01/jekyll-directory-listing/,/technology/,301
/articles/2012/05/02/acm-template-with-basic-tex-live,/technology/,301
/articles/2012/05/02/acm-template-with-basic-tex-live/,/technology/,301
/articles/2012/05/02/acm-template-with-basic-tex-live/basic-tex,/technology/,301
/articles/2012/05/02/acm-template-with-basic-tex-live/null,/technology/,301
/articles/2012/07/10/time-machine,/technology/,301
/articles/2012/07/10/time-machine-inherit-backup-using-tmutil,/technology/time-machine-inherit-backup-using-tmutil/,301
/articles/2012/07/10/time-machine-inherit-backup-using-tmutil/,/technology/time-machine-inherit-backup-using-tmutil/,301
/articles/2012/07/10/time-machine-inherit-backup-using-tmutil/&subId=1257153&v=1&jsonp=vglnk_jsonp_15382442024480,/technology/time-machine-inherit-backup-using-tmutil/,301
/articles/2012/07/10/time-machine-inherit-backup-using-tmutil/basic-tex,/technology/time-machine-inherit-backup-using-tmutil/,301
/articles/2012/07/10/time-machine-inherit-backup-using-tmutil/But,/technology/time-machine-inherit-backup-using-tmutil/,301
/articles/2012/07/10/time-machine-inherit-backup-using-tmutil/null,/technology/time-machine-inherit-backup-using-tmutil/,301
/articles/2012/07/10/time-machine-inherit-backup-using-tmutil/RK=2/RS=B255oTSbLJDcj13_bTm5O6grayA-,/technology/time-machine-inherit-backup-using-tmutil/,301
/articles/2012/10/19/compile-tmux-on-rhel-5,/technology/,301
/articles/2012/10/19/compile-tmux-on-rhel-5/,/technology/,301
/articles/2013/03/14/atom.xml,/leadership/,301
/articles/2013/03/14/comodo-ssl-certificate-with-nginx,/technology/,301
/articles/2013/03/14/comodo-ssl-certificate-with-nginx/,/technology/,301
/articles/2013/03/14/comodo-ssl-certificate-with-nginx/basic-tex,/technology/,301
/articles/acm-template-with-basic-tex-live,/technology/,301
/articles/acm-template-with-basic-tex-live/,/technology/,301
/articles/capitalization,/digitization/capitalization-title-headings-preferences/,301
/articles/capitalization-title-headings-preferences,/digitization/capitalization-title-headings-preferences/,301
/articles/capitalization-title-headings-preferences/,/digitization/capitalization-title-headings-preferences/,301
/articles/capitalization/,/digitization/capitalization-title-headings-preferences/,301
/articles/cisco-vpn,/technology/cisco-vpn-save-password-macos/,301
/articles/cisco-vpn-save-password-macos,/technology/cisco-vpn-save-password-macos/,301
/articles/cisco-vpn-save-password-macos/,/technology/cisco-vpn-save-password-macos/,301
/articles/cisco-vpn/,/technology/cisco-vpn-save-password-macos/,301
/articles/comodo-ssl-certificate-with-nginx,/technology/,301
/articles/comodo-ssl-certificate-with-nginx/,/technology/,301
/articles/compile-tmux-on-rhel-5,/technology/,301
/articles/compile-tmux-on-rhel-5/,/technology/,301
/articles/disable-recent-items,/technology/disable-recent-items/,301
/articles/disable-recent-items/,/technology/disable-recent-items/,301
/articles/disk-failure,/technology/,301
/articles/disk-failure/,/technology/,301
/articles/file-vault-2,/technology/,301
/articles/file-vault-2/,/technology/,301
/articles/file_vault_2/,/technology/,301
/articles/index,/leadership/,301
/articles/index.html,/leadership/,301
/articles/index.xml,/leadership/,301
/articles/jekyll-directory-listing/,/technology/,301
/articles/kdcmond,/technology/,301
/articles/kdcmond/,/technology/,301
/articles/multiple-email,/technology/,301
/articles/multiple-email/,/technology/,301
/articles/multiple-from-email-addresses-apple-mail-lion,/technology/,301
/articles/multiple-from-email-addresses-apple-mail-lion/,/technology/,301
/articles/multiple-from-email-addresses-ios-iphone-ipad/,/technology/,301
/articles/multiple-identities-mail,/technology/,301
/articles/multiple-identities-mail/,/technology/,301
/articles/nstat-lookup-entry-failed-2,/technology/,301
/articles/nstat-lookup-entry-failed-2/,/technology/,301
/articles/okrs-vs-performance-management,/transformation/okrs-vs-performance-management/,301
/articles/okrs-vs-performance-management/,/transformation/okrs-vs-performance-management/,301
/articles/os-x,/technology/,301
/articles/os-x/,/technology/,301
/articles/page/1/,/leadership/,301
/articles/page/2,/leadership/,301
/articles/page/2/,/leadership/,301
/articles/page/3,/leadership/,301
/articles/page/3/,/leadership/,301
/articles/page/4,/leadership/,301
/articles/page/4/,/leadership/,301
