index,URI,Canonical,Redirect URI,Redirect status,Count,Last,Status
31,/articles/2012/02/01/jekyll-directory-listing,/articles/jekyll-directory-listing/,/articles/jekyll-directory-listing/,301,6452,2024-01-06 23:29:40+00:00,301
32,/articles/2010/06/29/zero-disk,/articles/zero-disk/,/articles/zero-disk/,301,6444,2024-01-05 10:36:36+00:00,301
33,/publications/baumann_realistic-mobility-models_infocom07.pdf,/publications/baumann_realistic-mobility-models_infocom07.pdf,/research/publications/baumann_realistic-mobility-models_infocom07.pdf,301,6409,2024-01-02 12:34:59+00:00,301
34,/archive,/archive/,/archive/,301,6290,2023-12-30 17:44:12+00:00,301
35,/about/,/about/,/about/,301,6058,2024-01-06 16:26:33+00:00,200
36,/articles/2011/11/30/share-media,/articles/share-media/,/articles/share-media/,301,5946,2023-12-31 06:17:34+00:00,301
37,/articles/2011/07/23/file-vault-2,/articles/file-vault-2/,/articles/file-vault-2/,301,5881,2023-12-25 04:55:07+00:00,301
38,/archive/,/archive/,/archive/,301,5835,2023-12-30 17:44:13+00:00,301
39,/articles/2011/02/18/time-machine-volume-uuid/,/articles/time-machine-volume-uuid/,/articles/time-machine-volume-uuid/,301,5467,2024-01-05 04:15:40+00:00,301
40,/sitemap.xml,/sitemap.xml,/sitemap.xml,301,5463,2024-01-07 05:12:40+00:00,200
41,/research/,/research/,/research/,301,5362,2024-01-06 16:26:41+00:00,200
42,/articles/disable-recent-items/,/articles/disable-recent-items/,/articles/disable-recent-items/,301,5148,2024-01-06 16:26:34+00:00,301
43,/articles/2011/08/02/multiple-identities-mail/,/articles/multiple-identities-mail/,/articles/multiple-identities-mail/,301,4681,2023-12-31 16:53:22+00:00,301
44,/articles/hints/,/articles/hints/,/articles/hints/,301,4648,2023-12-18 10:01:54+00:00,404
45,/articles/2008/01/03/capitalization/,/articles/capitalization/,/articles/capitalization/,301,4229,2024-01-03 03:50:01+00:00,301
46,/articles/2008/08/02/permanently-delete,/articles/permanently-delete/,/articles/permanently-delete/,301,4190,2023-11-08 11:06:17+00:00,301
47,/publications/dissertation,/publications/dissertation/,/research/dissertation/,301,4177,2024-01-07 11:50:54+00:00,301
48,/research/publications/,/research/publications/,/research/publications/,301,3997,2024-01-06 23:30:22+00:00,200
49,/hints/macosx/nstat_lookup_entry-failed-2,/hints/macosx/nstat-lookup-entry-failed-2/,/hints/macosx/nstat-lookup-entry-failed-2/,301,3910,2024-01-03 20:03:15+00:00,301
50,/articles/2011/03/17/cisco-vpn/,/articles/cisco-vpn/,/articles/cisco-vpn/,301,3871,2024-01-06 12:26:49+00:00,301
51,/publications/heimlicher_e2e-vs-hbh-transport_sigmetrics07.pdf,/publications/heimlicher_e2e-vs-hbh-transport_sigmetrics07.pdf,/research/publications/heimlicher_e2e-vs-hbh-transport_sigmetrics07.pdf,301,3729,2024-01-07 03:33:02+00:00,301
52,/articles/2012/10/19/compile-gcc-4-dot-4-on-rhel-5/,/articles/compile-gcc-4-dot-4-on-rhel-5/,/articles/compile-gcc-4-dot-4-on-rhel-5/,301,3674,2024-01-03 06:59:12+00:00,404
53,/publications/heimlicher_globs_mobihoc10.pdf,/publications/heimlicher_globs_mobihoc10.pdf,/research/publications/heimlicher_globs_mobihoc10.pdf,301,3605,2023-12-31 08:57:36+00:00,301
54,/articles/2009/04/24/usb-boot-error,/articles/usb-boot-error/,/articles/usb-boot-error/,301,3550,2023-12-28 09:09:01+00:00,301
55,/articles/2010/01/04/disk-failure,/articles/disk-failure/,/articles/disk-failure/,301,3521,2023-12-16 04:00:17+00:00,301
56,/articles/2012/05/02/acm-template-with-basic-tex-live/,/articles/acm-template-with-basic-tex-live/,/articles/acm-template-with-basic-tex-live/,301,3515,2024-01-06 16:26:45+00:00,301
57,/publications/heimlicher_e2e-vs-hbh-intermittent_autonomics07.pdf,/publications/heimlicher_e2e-vs-hbh-intermittent_autonomics07.pdf,/research/publications/heimlicher_e2e-vs-hbh-intermittent_autonomics07.pdf,301,3504,2024-01-06 12:42:24+00:00,301
58,/articles/2010/06/24/environment,/articles/environment/,/articles/environment/,301,3488,2023-12-27 13:48:10+00:00,301
59,/technology/time-machine-inherit-backup-using-tmutil/,/technology/time-machine-inherit-backup-using-tmutil/,/technology/time-machine-inherit-backup-using-tmutil/,301,3461,2024-01-07 12:21:07+00:00,200
60,/articles/2011/07/26/fix-ical-look,/articles/fix-ical-look/,/articles/fix-ical-look/,301,3458,2023-11-18 01:48:23+00:00,301
61,/articles/2011/07/22/private-browsing/,/articles/private-browsing/,/articles/private-browsing/,301,3365,2023-12-28 10:23:51+00:00,301
62,/publications/baumann_heat_wowmom07.pdf,/publications/baumann_heat_wowmom07.pdf,/research/publications/baumann_heat_wowmom07.pdf,301,3221,2024-01-07 00:48:15+00:00,301
63,/publications/baumann_routing-into-wmn_wimob07.pdf,/publications/baumann_routing-into-wmn_wimob07.pdf,/research/publications/baumann_routing-into-wmn_wimob07.pdf,301,3202,2024-01-06 03:44:34+00:00,301
64,/articles/2010/12/21/gpgmail,/articles/gpgmail/,/articles/gpgmail/,301,3068,2023-08-22 18:42:36+00:00,301
65,/articles/2010/06/10/safari-5-adblock,/articles/safari-5-adblock/,/articles/safari-5-adblock/,301,2977,2023-11-08 07:10:56+00:00,301
66,/articles/2008/07/12/mdnsresponder-ssl,/articles/mdnsresponder-ssl/,/articles/mdnsresponder-ssl/,301,2854,2023-10-19 08:29:54+00:00,301
67,/publications/heimlicher_transport-layer-revisited_comsware07.pdf,/publications/heimlicher_transport-layer-revisited_comsware07.pdf,/research/publications/heimlicher_transport-layer-revisited_comsware07.pdf,301,2842,2024-01-07 00:48:08+00:00,301
68,/publications/heimlicher_partialpaths_infocom09.pdf,/publications/heimlicher_partialpaths_infocom09.pdf,/research/publications/heimlicher_partialpaths_infocom09.pdf,301,2704,2024-01-03 22:37:23+00:00,301
69,/publications/heimlicher_saft_mass06.pdf,/publications/heimlicher_saft_mass06.pdf,/research/publications/heimlicher_saft_mass06.pdf,301,2685,2024-01-04 13:00:43+00:00,301
70,/articles/2013/03/14/comodo-ssl-certificate-with-nginx/,/articles/comodo-ssl-certificate-with-nginx/,/articles/comodo-ssl-certificate-with-nginx/,301,2625,2023-12-27 05:05:06+00:00,301
71,/publications/forwarding-paradigms,/publications/forwarding-paradigms/,/research/forwarding-paradigms/,301,2605,2023-12-21 09:47:33+00:00,301
72,/articles/2013/09/27/android-determine-whether-google-map-v2-has-finished-loading,/articles/android-determine-whether-google-map-v2-has-finished-loading/,/articles/android-determine-whether-google-map-v2-has-finished-loading/,301,2525,2023-09-01 20:52:03+00:00,301
73,/articles/2010/01/19/printliminator,/articles/printliminator/,/articles/printliminator/,301,2445,2023-08-10 17:57:10+00:00,301
74,/research/dissertation/,/research/dissertation/,/research/dissertation/,301,2427,2024-01-07 11:50:55+00:00,200
75,/articles/time-machine-volume-uuid/,/articles/time-machine-volume-uuid/,/articles/time-machine-volume-uuid/,301,2397,2024-01-07 12:36:56+00:00,301
76,/publications/characterizing-networks,/publications/characterizing-networks/,/research/characterizing-networks/,301,2393,2023-12-20 23:16:44+00:00,301
77,/articles/2010/06/01/multiple-email,/articles/multiple-email/,/articles/multiple-email/,301,2390,2023-12-23 06:58:56+00:00,301
78,/publications/heimlicher_community-labelled-sbm_nips12.pdf,/publications/heimlicher_community-labelled-sbm_nips12.pdf,/research/publications/heimlicher_community-labelled-sbm_nips12.pdf,301,2386,2024-01-03 05:57:38+00:00,301
79,/publications/baumann_protocol-for-macro-mobility_pcac07.pdf,/publications/baumann_protocol-for-macro-mobility_pcac07.pdf,/research/publications/baumann_protocol-for-macro-mobility_pcac07.pdf,301,2352,2024-01-05 22:27:58+00:00,301
80,/research/characterizing-networks/,/research/characterizing-networks/,/research/characterizing-networks/,301,2331,2024-01-06 16:26:41+00:00,200
81,/articles/2009/04/24/usb-boot-error/,/articles/usb-boot-error/,/articles/usb-boot-error/,301,2296,2024-01-03 12:52:17+00:00,404
82,/articles/cisco-vpn-save-password-macos/,/articles/cisco-vpn-save-password-macos/,/articles/cisco-vpn-save-password-macos/,301,2266,2024-01-06 16:26:34+00:00,301
83,/articles/2010/03/05/quicklook,/articles/quicklook/,/articles/quicklook/,301,2243,2023-07-19 04:28:00+00:00,301
84,/articles/time-machine/,/articles/time-machine/,/articles/time-machine/,301,2236,2023-12-01 03:46:26+00:00,301
85,/articles/2011/11/30/share-media/,/articles/share-media/,/articles/share-media/,301,2217,2024-01-02 04:08:04+00:00,301
86,/tags/,/tags/,/tags/,301,2198,2024-01-07 00:33:45+00:00,200
87,/articles/web-server/,/articles/web-server/,/articles/web-server/,301,2198,2023-11-08 15:17:12+00:00,404
88,/categories/book/,/categories/book/,/categories/book/,301,2162,2024-01-06 18:09:55+00:00,200
89,/articles/linux/,/articles/linux/,/articles/linux/,301,2131,2023-05-21 23:39:20+00:00,404
90,/articles/os-x-server/,/articles/os-x-server/,/articles/os-x-server/,301,2124,2023-08-31 16:56:58+00:00,404
91,/articles/2011/07/23/file-vault-2/,/articles/file-vault-2/,/articles/file-vault-2/,301,2118,2024-01-06 16:26:46+00:00,301
92,/research/forwarding-paradigms/,/research/forwarding-paradigms/,/research/forwarding-paradigms/,301,2115,2024-01-06 16:26:41+00:00,200
93,/articles/windows/,/articles/windows/,/articles/windows/,301,2107,2023-03-24 19:48:53+00:00,404
94,/articles/2009/11/20/bjam,/articles/bjam/,/articles/bjam/,301,2087,2023-08-11 11:04:46+00:00,301
95,/articles/2008/04/16/lan-nagging,/articles/lan-nagging/,/articles/lan-nagging/,301,2068,2023-02-13 15:30:18+00:00,301
96,/articles/2008/09/08/regex,/articles/regex/,/articles/regex/,301,2060,2023-12-01 03:20:02+00:00,301
97,/articles/facebook/,/articles/facebook/,/articles/facebook/,301,2058,2023-09-12 02:32:59+00:00,404
98,/publications/heimlicher_globs_mobihoc10-extended.pdf,/publications/heimlicher_globs_mobihoc10-extended.pdf,/research/publications/heimlicher_globs_mobihoc10-extended.pdf,301,2040,2024-01-06 12:16:55+00:00,301
99,/articles/2009/10/16/vista-partition-inactive,/articles/vista-partition-inactive/,/articles/vista-partition-inactive/,301,2025,2023-12-05 21:46:59+00:00,301
100,/articles/2009/10/16/no-restart,/articles/no-restart/,/articles/no-restart/,301,2021,2023-08-13 18:19:54+00:00,301
101,/publications/baumann_heat_ieeenetwork08.pdf,/publications/baumann_heat_ieeenetwork08.pdf,/research/publications/baumann_heat_ieeenetwork08.pdf,301,2018,2024-01-04 16:05:21+00:00,301
102,/publications/gao_netarch_sigcomm14.pdf,/publications/gao_netarch_sigcomm14.pdf,/research/publications/gao_netarch_sigcomm14.pdf,301,2000,2024-01-05 17:38:21+00:00,301
103,/articles/latex/,/articles/latex/,/articles/latex/,301,1999,2023-04-11 18:31:05+00:00,404
104,/categories/,/categories/,/categories/,301,1985,2024-01-06 19:38:02+00:00,200
105,/software/dokuwiki/farm/,/software/dokuwiki/farm/,/software/dokuwiki/farm/,301,1927,2023-11-21 09:59:14+00:00,404
106,/articles/ruby/,/articles/ruby/,/articles/ruby/,301,1865,2023-12-18 01:42:30+00:00,404
107,/articles/ipad/,/articles/ipad/,/articles/ipad/,301,1850,2023-02-02 10:21:39+00:00,404
108,/articles/safari/,/articles/safari/,/articles/safari/,301,1835,2023-09-10 19:17:05+00:00,404
109,/technology/disable-recent-items/,/technology/disable-recent-items/,/technology/disable-recent-items/,301,1827,2024-01-07 08:18:47+00:00,200
110,/articles/capitalization/,/articles/capitalization/,/articles/capitalization/,301,1819,2024-01-06 16:26:34+00:00,301
111,/articles/perl/,/articles/perl/,/articles/perl/,301,1797,2023-08-15 10:33:20+00:00,404
112,/hints/windows/stop-0x7b,/hints/windows/stop-0x7b/,/hints/windows/stop-0x7b/,301,1789,2023-12-23 02:10:53+00:00,301
113,/articles/octopress/,/articles/octopress/,/articles/octopress/,301,1766,2024-01-05 17:32:45+00:00,404
114,/articles/nginx/,/articles/nginx/,/articles/nginx/,301,1761,2023-04-10 12:44:41+00:00,404
115,/leadership/,/leadership/,/leadership/,301,1749,2024-01-07 11:56:34+00:00,200
116,/articles/web/,/articles/web/,/articles/web/,301,1743,2023-11-09 15:41:14+00:00,404
117,/articles/jekyll/,/articles/jekyll/,/articles/jekyll/,301,1741,2024-01-01 07:16:39+00:00,404
118,/articles/gcc/,/articles/gcc/,/articles/gcc/,301,1725,2023-08-22 18:02:08+00:00,404
119,/publications/lenders_impact_of_mobility_on_link_failures_ieee_wireless_communications08.pdf,/publications/lenders_impact_of_mobility_on_link_failures_ieee_wireless_communications08.pdf,/research/publications/lenders_impact_of_mobility_on_link_failures_ieee_wireless_communications08.pdf,301,1719,2024-01-02 10:51:35+00:00,301
120,/articles/matlab/,/articles/matlab/,/articles/matlab/,301,1713,2023-08-29 03:15:20+00:00,404
121,/articles/social-network/,/articles/social-network/,/articles/social-network/,301,1709,2023-11-07 19:29:12+00:00,404
122,/articles/capitalization-title-headings-preferences/,/articles/capitalization-title-headings-preferences/,/articles/capitalization-title-headings-preferences/,301,1705,2024-01-06 16:26:33+00:00,301
123,/tags/okr/,/tags/okr/,/tags/okr/,301,1691,2024-01-06 16:26:44+00:00,200
124,/articles/style/,/articles/style/,/articles/style/,301,1682,2023-11-22 17:05:41+00:00,404
125,/articles/page/2/,/articles/,/articles/,301,1681,2023-12-16 12:35:28+00:00,301
126,/articles/ios/,/articles/ios/,/articles/ios/,301,1669,2023-06-13 11:59:19+00:00,404
127,/articles/iphone/,/articles/iphone/,/articles/iphone/,301,1658,2022-09-02 16:29:26+00:00,404
128,/publications/heimlicher_partialpaths_tik303.pdf,/publications/heimlicher_partialpaths_tik303.pdf,/research/publications/heimlicher_partialpaths_tik303.pdf,301,1656,2024-01-03 12:30:30+00:00,301
129,/articles/print/,/articles/print/,/articles/print/,301,1655,2023-09-16 15:06:45+00:00,404
130,/articles/english/,/articles/english/,/articles/english/,301,1591,2023-12-21 21:43:43+00:00,404
131,/articles/bookmarklet/,/articles/bookmarklet/,/articles/bookmarklet/,301,1587,2023-10-17 08:58:37+00:00,404
132,/technology/,/technology/,/technology/,301,1543,2024-01-07 08:47:12+00:00,200
133,/articles/why-okr-objectives-key-results-already-have-goals/,/articles/why-okr-objectives-key-results-already-have-goals/,/articles/why-okr-objectives-key-results-already-have-goals/,301,1532,2024-01-06 21:23:14+00:00,301
134,/articles/programming/,/articles/programming/,/articles/programming/,301,1514,2023-11-28 04:15:56+00:00,404
135,/articles/2012/10/19/compile-stow,/articles/compile-stow/,/articles/compile-stow/,301,1513,2023-07-05 07:27:50+00:00,301
136,/articles/okrs-vs-performance-management/,/articles/okrs-vs-performance-management/,/articles/okrs-vs-performance-management/,301,1500,2024-01-06 16:26:35+00:00,301
137,/articles/turn-the-ship-around-l-david-marquet/,/articles/turn-the-ship-around-l-david-marquet/,/articles/turn-the-ship-around-l-david-marquet/,301,1490,2024-01-06 16:26:36+00:00,301
138,/articles/2008/09/08/regex/,/articles/regex/,/articles/regex/,301,1481,2023-12-31 13:27:43+00:00,404
139,/articles/2011/09/26/nstat-lookup-entry-failed-2/,/articles/nstat-lookup-entry-failed-2/,/articles/nstat-lookup-entry-failed-2/,301,1476,2023-12-27 12:33:44+00:00,301
140,/articles/2010/01/04/disk-failure/,/articles/disk-failure/,/articles/disk-failure/,301,1453,2023-12-14 08:49:07+00:00,301
141,/tags/time-machine,/tags/time-machine/,/tags/time-machine/,301,1416,2023-12-25 08:30:05+00:00,301
142,/articles/page/4/,/articles/,/articles/,301,1393,2023-10-26 11:58:29+00:00,301
143,/tags/leadership/,/tags/leadership/,/tags/leadership/,301,1357,2024-01-07 05:50:31+00:00,200
144,/articles/2009/10/16/vista-partition-inactive/,/articles/vista-partition-inactive/,/articles/vista-partition-inactive/,301,1356,2023-12-27 02:59:53+00:00,404
145,/public/tips/macosx/time-machine-volume-uuid,/public/tips/macosx/time-machine-volume-uuid/,/public/tips/macosx/time-machine-volume-uuid/,301,1338,2023-12-27 12:39:55+00:00,301
146,/research/publications/heimlicher_transport-layer-revisited_comsware07.pdf,/research/publications/heimlicher_transport-layer-revisited_comsware07.pdf,/research/publications/heimlicher_transport-layer-revisited_comsware07.pdf,301,1328,2024-01-07 00:48:22+00:00,200
147,/articles/2010/06/01/multiple-email/,/articles/multiple-email/,/articles/multiple-email/,301,1311,2023-12-20 19:38:34+00:00,301
148,/tags/macos/,/tags/macos/,/tags/macos/,301,1309,2024-01-06 16:37:49+00:00,200
149,/tags/time-machine/,/tags/time-machine/,/tags/time-machine/,301,1307,2023-12-23 00:43:17+00:00,301
150,/tags/talent/,/tags/talent/,/tags/talent/,301,1293,2024-01-06 16:26:44+00:00,200
151,/research/publications/heimlicher_saft_mass06.pdf,/research/publications/heimlicher_saft_mass06.pdf,/research/publications/heimlicher_saft_mass06.pdf,301,1288,2024-01-04 13:00:43+00:00,304
152,/hints/macosx/index,/hints/macosx/,/hints/macosx/,301,1264,2023-10-16 12:40:01+00:00,301
153,/tags/capitalization/,/tags/capitalization/,/tags/capitalization/,301,1257,2024-01-06 16:26:43+00:00,301
154,/research/publications/heimlicher_globs_mobihoc10.pdf,/research/publications/heimlicher_globs_mobihoc10.pdf,/research/publications/heimlicher_globs_mobihoc10.pdf,301,1249,2023-12-31 08:57:38+00:00,200
155,/tags/communication/,/tags/communication/,/tags/communication/,301,1237,2024-01-07 05:50:26+00:00,200
156,/tags/performance/,/tags/performance/,/tags/performance/,301,1231,2024-01-07 11:50:10+00:00,200
157,/articles/2010/03/04/quicklook/,/articles/quicklook/,/articles/quicklook/,301,1231,2024-01-06 16:26:47+00:00,301
158,/research/publications/heimlicher_e2e-vs-hbh-intermittent_autonomics07.pdf,/research/publications/heimlicher_e2e-vs-hbh-intermittent_autonomics07.pdf,/research/publications/heimlicher_e2e-vs-hbh-intermittent_autonomics07.pdf,301,1225,2024-01-06 18:01:37+00:00,200
159,/tags/gcc/,/tags/gcc/,/tags/gcc/,301,1209,2024-01-02 17:14:44+00:00,301
160,/research/publications/heimlicher_partialpaths_infocom09.pdf,/research/publications/heimlicher_partialpaths_infocom09.pdf,/research/publications/heimlicher_partialpaths_infocom09.pdf,301,1200,2024-01-05 22:42:27+00:00,200
161,/hints/safari/adblock,/hints/safari/adblock/,/hints/safari/adblock/,301,1172,2023-12-27 08:40:35+00:00,301
162,/tags/ios/,/tags/ios/,/tags/ios/,301,1165,2024-01-07 00:33:45+00:00,301
163,/_ignition/execute-solution,/_ignition/execute-solution/,/_ignition/execute-solution/,301,1164,2024-01-04 17:35:31+00:00,301
164,/articles/powerful-patty-mccord/,/articles/powerful-patty-mccord/,/articles/powerful-patty-mccord/,301,1161,2024-01-06 16:26:35+00:00,301
165,/research/publications/heimlicher_community-labelled-sbm_nips12.pdf,/research/publications/heimlicher_community-labelled-sbm_nips12.pdf,/research/publications/heimlicher_community-labelled-sbm_nips12.pdf,301,1158,2024-01-06 15:24:02+00:00,200
166,/tags/ipad/,/tags/ipad/,/tags/ipad/,301,1157,2024-01-06 16:26:46+00:00,301
167,/tags/latex/,/tags/latex/,/tags/latex/,301,1157,2024-01-06 16:26:46+00:00,301
168,/categories/macos,/categories/macos/,/categories/macos/,301,1151,2023-12-26 08:30:02+00:00,301
169,/research/publications/heimlicher_e2e-vs-hbh-transport_sigmetrics07.pdf,/research/publications/heimlicher_e2e-vs-hbh-transport_sigmetrics07.pdf,/research/publications/heimlicher_e2e-vs-hbh-transport_sigmetrics07.pdf,301,1109,2024-01-06 12:15:23+00:00,200
170,/tags/capitalization,/tags/capitalization/,/tags/capitalization/,301,1106,2023-11-26 18:55:47+00:00,301
171,/research/publications/baumann_heat_ieeenetwork08.pdf,/research/publications/baumann_heat_ieeenetwork08.pdf,/research/publications/baumann_heat_ieeenetwork08.pdf,301,1104,2024-01-07 03:50:41+00:00,200
172,/tags/windows/,/tags/windows/,/tags/windows/,301,1103,2024-01-06 16:26:45+00:00,301
173,/tags/style/,/tags/style/,/tags/style/,301,1095,2023-12-16 12:36:03+00:00,301
174,/tags/nginx/,/tags/nginx/,/tags/nginx/,301,1092,2024-01-04 21:39:56+00:00,301
175,/tags/iphone/,/tags/iphone/,/tags/iphone/,301,1091,2024-01-06 16:26:45+00:00,301
176,/leadership/turn-the-ship-around-l-david-marquet/,/leadership/turn-the-ship-around-l-david-marquet/,/leadership/turn-the-ship-around-l-david-marquet/,301,1089,2024-01-07 11:55:48+00:00,200
177,/research/publications/gao_netarch_sigcomm14.pdf,/research/publications/gao_netarch_sigcomm14.pdf,/research/publications/gao_netarch_sigcomm14.pdf,301,1064,2024-01-05 23:51:13+00:00,200
178,/tags/perl/,/tags/perl/,/tags/perl/,301,1057,2024-01-04 20:03:52+00:00,301
179,/tags/nginx,/tags/nginx/,/tags/nginx/,301,1056,2024-01-04 21:39:56+00:00,301
180,/tags/gcc,/tags/gcc/,/tags/gcc/,301,1037,2024-01-04 14:59:12+00:00,301
181,/hints/macosx/file_vault_2,/hints/macosx/file-vault-2/,/hints/macosx/file-vault-2/,301,1034,2024-01-04 15:33:43+00:00,301
182,/tags/matlab/,/tags/matlab/,/tags/matlab/,301,1030,2024-01-06 16:26:50+00:00,301
183,/categories/linux/,/categories/linux/,/categories/linux/,301,1027,2023-12-30 11:10:03+00:00,301
184,/tags/matlab,/tags/matlab/,/tags/matlab/,301,1023,2024-01-06 16:26:50+00:00,301
185,/tags/latex,/tags/latex/,/tags/latex/,301,1021,2023-12-18 02:06:35+00:00,301
186,/categories/latex/,/categories/latex/,/categories/latex/,301,1014,2024-01-06 16:26:45+00:00,301
187,/transformation/,/transformation/,/transformation/,301,1011,2024-01-06 18:26:48+00:00,200
188,/hints/macosx/multiple_identities_mail,/hints/macosx/multiple-identities-mail/,/hints/macosx/multiple-identities-mail/,301,1011,2023-12-27 01:44:36+00:00,301
189,/research/publications/baumann_realistic-mobility-models_infocom07.pdf,/research/publications/baumann_realistic-mobility-models_infocom07.pdf,/research/publications/baumann_realistic-mobility-models_infocom07.pdf,301,1007,2024-01-04 15:52:53+00:00,200
190,/tags/programming/,/tags/programming/,/tags/programming/,301,997,2023-12-16 12:35:59+00:00,301
191,/tags/style,/tags/style/,/tags/style/,301,977,2023-11-11 09:47:21+00:00,301
192,/research/publications/heimlicher_globs_mobihoc10-extended.pdf,/research/publications/heimlicher_globs_mobihoc10-extended.pdf,/research/publications/heimlicher_globs_mobihoc10-extended.pdf,301,976,2024-01-05 17:54:30+00:00,200
193,/transformation/okrs-vs-performance-management/,/transformation/okrs-vs-performance-management/,/transformation/okrs-vs-performance-management/,301,974,2024-01-06 01:01:23+00:00,200
194,/categories/style/,/categories/style/,/categories/style/,301,960,2024-01-06 16:26:47+00:00,301
195,/tags/ios,/tags/ios/,/tags/ios/,301,959,2023-12-16 12:35:53+00:00,301
196,/tags/windows,/tags/windows/,/tags/windows/,301,955,2023-12-17 01:25:01+00:00,301
197,/research/publications/baumann_heat_wowmom07.pdf,/research/publications/baumann_heat_wowmom07.pdf,/research/publications/baumann_heat_wowmom07.pdf,301,952,2024-01-07 00:48:30+00:00,200
198,/tags/programming,/tags/programming/,/tags/programming/,301,946,2023-10-22 20:01:44+00:00,301
