URI,Canonical,Redirect URI,Redirect status,Count,Last,Status
/,/,,200,1944694,2024-01-07 12:32:07+00:00,200
/categories/macos/,/categories/macos/,,200,24230,2024-01-06 16:26:37+00:00,200
/about/,/about/,,200,6058,2024-01-06 16:26:33+00:00,200
/research/,/research/,,200,5362,2024-01-06 16:26:41+00:00,200
/research/publications/,/research/publications/,,200,3997,2024-01-06 23:30:22+00:00,200
/technology/time-machine-inherit-backup-using-tmutil/,/technology/time-machine-inherit-backup-using-tmutil/,,200,3466,2024-01-07 12:21:07+00:00,200
/research/dissertation/,/research/dissertation/,,200,2427,2024-01-07 11:50:55+00:00,200
/research/characterizing-networks/,/research/characterizing-networks/,,200,2331,2024-01-06 16:26:41+00:00,200
/tags/,/tags/,,200,2198,2024-01-07 00:33:45+00:00,200
/categories/book/,/categories/book/,,200,2162,2024-01-06 18:09:55+00:00,200
/research/forwarding-paradigms/,/research/forwarding-paradigms/,,200,2115,2024-01-06 16:26:41+00:00,200
/categories/,/categories/,,200,1985,2024-01-06 19:38:02+00:00,200
/technology/disable-recent-items/,/technology/disable-recent-items/,,200,1827,2024-01-07 08:18:47+00:00,200
/leadership/,/leadership/,,200,1749,2024-01-07 11:56:34+00:00,200
/tags/okr/,/tags/okr/,,200,1691,2024-01-06 16:26:44+00:00,200
/technology/,/technology/,,200,1543,2024-01-07 08:47:12+00:00,200
/tags/leadership/,/tags/leadership/,,200,1357,2024-01-07 05:50:31+00:00,200
/tags/macos/,/tags/macos/,,200,1309,2024-01-06 16:37:49+00:00,200
/tags/talent/,/tags/talent/,,200,1293,2024-01-06 16:26:44+00:00,200
/tags/communication/,/tags/communication/,,200,1237,2024-01-07 05:50:26+00:00,200
/tags/performance/,/tags/performance/,,200,1231,2024-01-07 11:50:10+00:00,200
/leadership/turn-the-ship-around-l-david-marquet/,/leadership/turn-the-ship-around-l-david-marquet/,,200,1089,2024-01-07 11:55:48+00:00,200
/transformation/,/transformation/,,200,1011,2024-01-06 18:26:48+00:00,200
/transformation/okrs-vs-performance-management/,/transformation/okrs-vs-performance-management/,,200,974,2024-01-06 01:01:23+00:00,200
/leadership/powerful-patty-mccord/,/leadership/powerful-patty-mccord/,,200,927,2024-01-07 11:56:36+00:00,200
/de/,/de/,,200,880,2024-01-06 21:29:49+00:00,200
/technology/time-machine-volume-uuid/,/technology/time-machine-volume-uuid/,,200,839,2024-01-07 12:36:57+00:00,200
/transformation/why-okr-objectives-key-results-already-have-goals/,/transformation/why-okr-objectives-key-results-already-have-goals/,,200,783,2024-01-06 21:23:20+00:00,200
/transformation/how-objectives-key-results-facilitate-transformation/,/transformation/how-objectives-key-results-facilitate-transformation/,,200,601,2024-01-07 11:32:10+00:00,200
/technology/hugo-function-current-outputformat/,/technology/hugo-function-current-outputformat/,,200,592,2024-01-07 00:39:38+00:00,200
